"gene","constitutiveexons","ESTcount","alt3EST","alt5EST","alt3.5EST","GeneLength","TranscriptCount","GCcontent","NumJunctions","IntronicLength"
"CHD3",38,1104,11,13,0,27954,17,53.17,173,18236
"YWHAG",11,519,4,2,1,32237,1,44.56,1,28489
"SERPINA6",3,58,0,3,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"NIPA1",6,118,0,0,0,56728,7,46.41,34,48038
"CHRNB1",12,196,1,0,0,12646,8,51.92,47,8325
"PDCD6IP",18,1282,4,0,0,71355,17,36.93,80,62339
"MRAP",3,12,0,0,0,22971,4,46.36,15,21631
"FAM161A",7,67,1,0,0,29289,7,41.32,29,24046
"GLB1",18,2210,2,1,0,100622,19,44.03,120,96283
"GON7",11,519,4,2,1,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"CRTAP",6,434,0,1,0,33794,3,44.28,15,27107
"CNGB3",16,74,0,1,0,189698,3,38.24,23,184694
"UBB",1,4,0,3,0,1947,9,51.44,9,329
"FOS",2,1701,6,1,0,3456,10,53.92,16,221
"EMX2",1,11,0,0,0,7102,4,56.26,5,3844
"SP7",1,3,0,0,0,18740,4,53.31,5,15330
"SEMA3E",15,184,0,0,0,285104,4,34.7,39,278376
"SDR9C7",2,9,0,0,0,11251,1,47.76,3,9490
"MGMT",4,224,0,0,0,300823,4,45.49,10,297275
"KRT86",9,60,0,0,0,59863,3,49.75,29,57481
"KRT6C",8,155,0,0,0,5269,2,50.87,9,2381
"KRT4",8,245,4,0,0,8002,5,49.03,38,4699
"KRT74",7,15,0,0,0,8043,3,52.83,19,5065
"KISS1",1,68,0,0,0,6145,2,51.69,2,5439
"KRT83",7,37,0,0,0,7097,1,53.87,8,5231
"ARL6IP1",4,4886,6,4,0,10011,8,40.91,26,6352
"CDH2",14,494,0,0,0,226480,5,37.22,39,221550
"SIX2",11,519,4,2,1,4269,1,59.16,1,2066
"STAT2",23,750,31,2,17,18558,12,47.77,102,12469
"SLC26A5",18,156,2,0,0,93447,15,40.33,237,90091
"SGCD",11,109,0,0,0,897444,4,38.48,36,886872
"POLH",10,285,0,1,0,39510,3,43.39,32,39163
"LMOD2",1,1,1,0,0,8483,2,42.5,3,5755
"BFSP2",5,65,0,0,0,75227,6,45.61,15,73167
"FSHR",9,131,0,0,0,192380,5,39.06,51,189222
"CEL",10,194,0,0,0,9883,1,59.26,19,7510
"PPM1D",6,66,0,0,0,66097,4,41,13,61061
"TMEM43",11,1762,1,0,0,18739,2,52.73,17,15180
"RNF139",11,519,4,2,1,13176,2,39.17,2,10479
"TSEN34",4,203,1,3,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TRH",1,12,0,0,0,3633,2,60.29,4,1658
"TANC2",26,98,0,1,0,418143,10,37.68,81,395304
"PKHD1",65,250,0,0,0,472325,2,38.33,126,454939
"CEACAM3",6,40,2,2,1,15116,8,50.99,29,12150
"HS6ST2",4,38,0,0,0,335379,6,41.21,17,330301
"ALK",28,776,0,1,0,728792,6,43.51,38,721944
"MTM1",15,477,2,1,0,104703,5,39.71,78,100693
"INSR",20,181,0,0,0,181779,7,47.45,58,171351
"NRTN",11,519,4,2,1,4522,1,61.95,1,3415
"JAGN1",11,519,4,2,1,3795,2,47.58,2,1998
"C1GALT1C1",1,4,0,0,0,4357,2,40.73,3,2575
"MUC7",3,504,5,0,0,52505,7,38.43,16,49711
"TMEM126A",3,157,1,1,1,8580,6,37.69,20,7614
"TMEM126B",5,588,0,6,0,7966,11,37.32,43,5556
"TRIM8",4,130,1,0,0,13911,4,57.48,17,11002
"GAA",20,495,2,3,0,18323,9,58.33,59,13188
"CANT1",10,221,0,4,0,18150,16,57.12,48,13745
"KCNK3",11,519,4,2,1,40730,2,53.76,1,34509
"CHST11",1,32,0,0,0,306719,6,46.04,9,300232
"EXOSC1",9,456,1,10,1,9875,11,46.3,52,6538
"CHD7",36,188,4,2,0,189250,12,39.98,68,175431
"ESCO2",12,113,0,0,0,40691,8,37.71,43,32734
"CLCN5",13,124,0,3,0,176620,5,39.57,53,166064
"KCND3",6,51,0,0,0,218493,3,47.28,18,210638
"KRT13",7,371,9,0,0,4724,9,54.1,39,1821
"KRT9",6,26,0,0,0,6217,2,50.14,15,3935
"MCC",18,208,0,1,0,466731,10,41.55,77,435002
"POLR1C",8,780,3,4,0,19883,9,50.11,48,17021
"ASXL1",13,123,0,0,0,80975,12,42.17,52,71566
"ETFDH",12,347,1,1,0,37498,8,38.19,39,33020
"NEUROD2",11,519,4,2,1,6241,2,60.3,1,68634
"ECEL1",17,169,1,2,0,8001,4,64.78,54,5046
"FGG",10,5176,6,3,0,8833,12,37.19,65,5239
"FGA",4,888,2,4,0,7640,3,40.02,9,3690
"FGB",8,1419,1,4,0,8130,7,35.09,28,5430
"DNAI2",13,108,5,1,0,40637,6,50.42,75,37800
"PIK3CD",25,477,5,1,0,77382,8,51.33,81,70816
"BPTF",30,338,0,2,0,158854,18,40.86,176,143790
"PLEKHG5",24,576,1,2,0,53969,13,58.85,273,47041
"ANO5",20,123,2,0,0,90181,2,34.49,25,83304
"GPHN",26,755,0,0,0,674396,16,36.43,165,668418
"CAMTA1",26,304,2,0,0,984382,16,48,94,974379
"PAH",13,681,2,2,0,121525,18,41.55,67,114376
"SPATA5L1",7,59,0,4,0,19088,8,41.47,27,15692
"GATM",8,916,1,1,0,41203,13,40.25,47,34574
"SYCE1",13,199,0,0,0,15934,5,51.63,59,12552
"BCL2",1,3,0,0,0,196782,4,42.74,5,189120
"CTPS1",19,1163,4,0,0,33230,12,45.27,95,27502
"COL8A2",11,519,4,2,1,29984,3,55.63,5,25318
"TRAPPC12",12,312,11,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"PTEN",9,277,3,0,0,108817,6,35.77,14,98779
"RPS7",5,5875,15,0,0,5714,9,44.76,36,133
"RNASEH1",7,422,3,0,0,13823,4,45.37,19,10967
"PRNP",1,4,0,5,0,15354,4,41.96,4,12506
"FRMD5",17,178,0,5,0,324491,12,41.23,106,318189
"ATPAF2",8,347,0,0,0,61800,13,49.63,49,56250
"CYP4F22",12,63,0,0,0,43824,2,49.26,24,41194
"JMJD1C",26,353,3,1,0,354629,12,38.11,121,287741
"RAB33B",11,519,4,2,1,23377,2,41.25,2,18352
"LAMB2",31,779,5,4,0,12004,19,57.34,99,5164
"KLF11",2,48,0,0,0,11987,6,50.79,15,7405
"SMN1",1,6,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"EIF2AK3",15,212,0,0,0,70835,6,38.57,53,65421
"CYCS",2,1803,1,0,0,5270,4,43.01,10,817
"CCL11",1,15,0,0,0,2666,1,43.76,2,1590
"MALT1",15,219,0,1,0,83091,5,38.97,41,72258
"CLEC7A",8,185,1,0,0,13481,13,37.42,52,9296
"DPAGT1",7,471,5,1,0,11828,19,50.74,64,6551
"TP53RK",11,519,4,2,1,5414,2,45.1,2,1896
"BPGM",7,61,0,0,0,33005,4,39.66,9,30472
"ALG14",5,169,0,0,0,98538,3,40.5,6,88995
"GNB2",10,1866,5,4,0,5643,13,65.91,86,2796
"CFAP53",1,4,0,0,0,39329,1,41.2,7,37486
"ARNT2",18,314,1,0,0,193587,9,45.48,75,185868
"MYOZ2",4,347,0,0,0,52005,1,36.64,5,49414
"CLP1",1,4,1,3,0,12876,6,47.28,10,10087
"RSPH9",4,48,2,0,0,27553,2,50.65,9,24928
"GTPBP2",11,214,1,1,0,23846,10,46.56,52,19245
"AGXT",9,174,0,0,0,12023,4,61.68,19,7575
"FIBP",11,1006,2,21,0,4798,13,55.12,66,1453
"HCFC1",24,236,1,0,0,24254,4,59.51,87,15276
"NIPAL4",5,57,0,0,0,14698,5,47.87,21,10497
"PDE3A",14,101,0,0,0,315136,3,35.95,30,306755
"RASGRP1",16,371,2,0,0,77472,13,41.82,137,71403
"EFEMP2",13,861,6,8,0,7151,20,60.57,83,1762
"CYP7B1",6,26,0,0,0,210998,2,37.55,9,208724
"KRT2",7,56,0,0,0,7606,2,49.9,11,5093
"NADSYN1",23,889,3,5,0,70998,23,49.97,136,54763
"DHCR7",8,1200,9,4,0,24675,12,51.71,48,20526
"NBEA",58,630,0,1,0,730735,8,35.01,259,718856
"RNASEH2C",2,432,0,0,0,6051,7,55.83,18,2356
"MYD88",5,501,2,9,0,4544,11,54.39,32,559
"PHF8",23,417,4,1,0,112282,18,43.07,157,103296
"KAT5",12,1374,6,2,0,7608,17,55.16,105,3889
"HPSE2",12,93,0,0,0,778785,6,38.42,42,774392
"RELA",12,3316,12,0,0,9498,27,55.62,132,4041
"EVC2",21,149,0,1,0,166776,4,45.06,107,161293
"BNC2",15,123,0,3,0,461340,14,38.9,51,446542
"COQ2",7,153,2,0,0,23378,5,39.35,32,20615
"ADCY5",21,288,0,3,0,167462,10,51.27,93,158617
"VANGL1",6,61,1,1,0,56271,6,45.32,31,47219
"IQCB1",13,377,0,1,0,65316,7,36.52,56,62282
"C1QB",2,81,0,0,0,8776,4,51.13,9,7180
"C1QA",1,39,0,0,0,3102,3,56.78,5,1834
"NDNF",3,25,0,0,0,37408,4,38.85,11,33859
"DAG1",7,53,3,5,0,66915,22,47.51,51,60001
"DAB1",23,214,0,1,0,1551956,11,40.83,124,1544136
"ARV1",7,255,1,0,0,21614,7,41.75,31,19635
"NAA20",7,656,3,0,0,16539,7,41.08,30,14170
"SAA1",3,539,0,0,0,3803,3,50.5,10,3042
"MST1",17,575,2,7,189,5554,21,60.67,114,476
"NABP1",7,233,0,1,0,18591,10,38.76,44,4793
"CHD2",38,341,3,0,0,127816,29,39.49,189,123298
"CEP83",1,6,0,0,0,153539,14,37.69,90,147225
"PC",23,315,3,2,0,110143,14,51.92,111,104244
"NMNAT1",5,93,0,0,0,42073,5,46.13,15,37469
"SLC19A1",7,131,0,10,0,50839,12,59.34,36,40857
"ADGRG2",1,12,0,0,0,133328,11,42.96,271,123182
"STAT5B",17,474,0,1,0,77539,7,43.63,41,71105
"CNP",3,146,5,2,0,10990,12,54.63,20,3569
"JUP",20,844,13,0,0,32327,12,54.96,77,161554
"RNF213",69,812,1,0,0,137920,20,49.93,310,109419
"CBX2",3,44,0,0,0,9851,3,58.13,9,4169
"SPTBN2",36,283,1,0,0,43978,11,55.04,121,34884
"RAX2",2,8,2,0,0,3132,2,64.32,4,721
"TCAP",11,519,4,2,1,2368,2,62.39,3,247
"NRROS",1,1,0,0,0,22318,2,50.53,3,19411
"CEP19",1,20,0,0,0,6016,2,42.45,3,3818
"KLHL15",2,4,0,0,0,43466,1,41.85,3,37198
"CTSF",11,386,6,0,31,5378,9,58.67,47,2493
"MSRB3",6,191,0,0,0,209601,12,37.17,51,203822
"LEMD3",11,124,1,0,0,78756,6,35.54,20,73206
"TRMT10C",11,519,4,2,1,4584,2,41.24,2,2699
"CTU2",14,524,1,0,0,8923,10,60.96,93,5403
"PIGG",12,289,1,7,0,40986,26,49.98,126,30112
"PRPF8",43,1889,1,3,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"ADCY6",23,202,2,0,0,22843,9,54.36,86,14451
"SLC6A19",11,81,2,0,0,23522,2,59.81,21,18257
"RALGAPA1",43,442,1,0,0,270952,19,36.27,264,257735
"LIG4",2,15,1,2,0,10929,5,40.58,3,6521
"TRHR",11,519,4,2,1,32963,2,37.93,3,31288
"ATP2A2",22,786,1,4,0,70337,12,43.42,106,56614
"CNTNAP2",22,260,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"BBS1",19,1933,3,1,0,23021,25,49.91,175,16891
"SLC26A9",20,125,2,0,0,30412,6,52.02,80,24805
"MYO1H",31,44,0,0,0,107620,6,43.12,81,102821
"KY",13,103,0,1,0,48498,5,48.18,46,42729
"SLCO2A1",13,184,0,0,0,119488,8,47.76,54,114222
"B4GAT1",11,519,4,2,1,2320,1,57.6,1,250
"LEP",1,9,0,0,0,16344,1,49.04,2,12927
"SH3PXD2B",11,76,0,0,0,129523,5,48.3,28,121379
"LARP7",16,621,6,14,0,20628,15,37.92,85,16562
"RPL15",3,8132,3,12,0,7147,13,46.46,32,621
"HRAS",5,139,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"SRP72",17,1603,1,1,0,36765,5,38.04,50,32092
"ODAPH",1,3,0,0,0,9837,5,42.64,8,7787
"CEP135",24,131,1,0,0,84492,5,37.81,53,75878
"FZD4",11,519,4,2,1,9712,1,45.43,1,2331
"GLMN",19,302,4,1,0,52585,6,38,73,49694
"NDUFA11",11,519,4,2,1,12730,6,59.05,14,7897
"RSRC1",10,295,0,3,0,439875,15,35.48,87,434776
"CA5A",5,20,0,0,0,54983,3,51.88,9,47010
"KLC2",14,497,31,1,0,10566,14,60.47,105,5103
"ATR",46,356,1,0,0,129591,10,37.14,124,117142
"DSG4",14,80,2,0,0,38135,2,36.91,29,33455
"DES",7,925,2,0,0,8362,4,55.28,19,5907
"TRAF6",6,70,0,0,0,23245,3,38.03,16,18383
"MRPS22",8,449,28,0,0,351417,14,42.84,67,346050
"PACS1",24,788,3,0,0,174384,15,43.97,73,165375
"DDIT3",3,252,18,0,0,3929,6,49.44,14,2665
"PCCA",27,1251,4,1,0,441422,15,39.84,89,436962
"NPPA",1,12,0,0,0,2636,3,54.04,4,1520
"ZNF408",3,412,0,0,0,5094,5,54.13,9,2020
"DOLK",11,519,4,2,1,2089,1,56.89,0,68634
"CATSPER1",10,65,0,1,0,9765,2,56.69,16,7090
"CST6",1,23,0,0,0,1664,1,63,2,908
"PROP1",1,3,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"BANF1",2,241,0,1,0,2070,8,58.14,13,429
"CHRNA7",9,208,2,1,0,249580,35,41.21,32,136275
"PTPN2",12,394,1,0,0,144165,15,42.19,77,137410
"SMAD2",12,407,0,0,0,122189,12,37.52,69,85840
"EIF3F",6,2329,1,11,0,31611,9,41.38,45,22187
"PCSK1",12,152,0,0,0,43728,4,39.95,37,38438
"LPL",10,1144,1,0,0,65541,7,40.01,24,61172
"CLCF1",1,28,0,0,0,10009,2,60.06,5,8027
"PNLIP",11,2326,4,2,0,21924,2,39.14,15,20398
"LIPT2",11,519,4,2,1,2021,3,55.44,3,836
"KCNE3",3,18,0,0,0,12888,6,48.41,15,9217
"CABP4",5,13,4,1,0,7907,7,57.47,18,4129
"ALG10B",1,9,0,0,0,13150,4,34.07,7,3030
"UCP3",5,56,0,2,0,9154,4,52.34,17,5478
"UCP2",7,886,2,2,0,8640,10,53.18,30,5414
"ERCC4",10,87,1,0,0,32188,8,39.57,31,23741
"SUGCT",1,1,0,0,0,725786,9,38.71,71,722218
"TMEM70",2,177,0,4,0,10346,7,43.8,15,7370
"KDF1",1,6,0,0,0,10844,2,51.28,3,9055
"NR2F1",2,18,2,0,0,11278,5,50.27,5,7083
"TMEM270",1,3,0,0,0,4734,2,53.52,5,3761
"TSPEAR",11,42,1,0,0,213688,4,50.12,21,209325
"DOK7",7,70,0,3,1,31172,6,62.3,35,34142
"TUBB6",4,677,2,59,0,36651,14,45.6,40,32542
"B3GALT6",11,519,4,2,1,2776,1,64.03,0,68634
"TPRN",2,43,1,0,0,12576,4,62.56,10,7242
"FOXG1",11,519,4,2,1,9947,8,48.05,1,1068
"RTTN",49,407,3,0,0,202914,23,36.79,255,193129
"COX8A",11,519,4,2,1,1936,1,57,1,1431
"HSD11B2",3,42,0,0,0,6901,4,59.84,10,4234
"RIMS2",31,224,1,0,0,755346,14,35.39,173,743017
"VPS37D",2,27,0,0,0,4287,2,64.13,4,2665
"USF3",1,2,0,0,0,48261,4,40.61,18,34530
"LMNB2",10,237,0,0,0,29358,6,59.78,34,23940
"FOXC2",11,519,4,2,1,2477,1,60.82,0,68634
"BDNF",3,4,0,0,0,67165,19,40.25,24,59436
"ACSF3",11,196,2,2,0,67471,18,54.76,73,55859
"IRX5",2,3,0,0,0,3623,5,59.38,7,781
"GRIN1",20,309,1,0,0,30372,13,62.1,194,23662
"SOX11",11,519,4,2,1,8718,1,47.75,0,68634
"TYMS",5,779,0,0,0,15974,6,45.77,23,13513
"ANKLE2",14,239,3,4,0,36385,12,51.03,69,18873
"SEC24C",24,750,1,2,48,27777,7,47.03,118,22460
"MTHFR",11,99,5,1,0,21197,9,54.53,51,10996
"DEAF1",16,528,0,0,0,62482,12,53.21,58,58131
"SIX5",1,4,0,0,0,4441,4,67.67,5,887
"WDR73",11,820,1,0,0,15062,21,48.66,96,5440
"POLE",47,757,5,3,0,63612,22,50.84,264,196383
"SCN4B",3,58,0,8,0,19511,6,52.64,14,13868
"EPS8L2",23,1095,5,1,0,33289,31,59.66,198,27615
"ANO6",21,187,0,0,0,224417,7,39.44,119,216209
"TALDO1",9,2137,8,14,0,17695,9,52.03,32,14699
"RPS6KA3",22,600,7,0,0,117189,6,37.57,113,108218
"PUS1",6,175,1,0,0,16696,11,51.99,42,10968
"MAN1B1",14,830,48,43,0,22260,16,54.87,85,13942
"KCNA2",3,7,0,0,0,111637,15,47.29,11,33887
"TOP3A",17,417,1,7,0,43579,20,48.23,154,37171
"TIMM22",2,131,0,0,0,6554,1,48.68,3,3364
"HIC1",11,519,4,2,1,9087,7,65.48,7,981
"SAMD9L",5,32,0,4,0,18314,9,39.58,27,11184
"TGIF1",3,84,1,0,0,48370,23,43.85,45,40159
"MIEF2",1,111,0,0,0,6018,9,59.38,23,2053
"CD19",15,298,14,0,0,7407,6,56.59,60,4709
"CAVIN1",1,2,4,0,0,21065,1,52.71,1,17239
"SLC25A22",8,888,21,9,0,7858,31,65.66,108,3316
"NHLH2",1,35,0,0,0,7540,3,46.33,3,68634
"TBL1XR1",21,374,1,1,0,208660,36,39.31,81,167527
"SAMD12",4,27,1,0,0,432536,8,39.62,23,421787
"PIDD1",1,33,0,0,0,10574,11,62.59,96,4717
"ACAD9",19,1684,10,11,0,36471,12,49.2,114,32165
"IL17RA",11,203,1,0,0,30740,4,50.68,16,21717
"PNPLA2",10,372,0,5,0,6671,6,64.55,21,2835
"CD151",12,2232,2,17,0,6988,21,63.43,93,3060
"FAM20C",10,227,1,1,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TMEM94",1,3,0,0,0,58931,33,51.96,239,50107
"FLII",30,2264,34,3,0,14080,30,59.66,243,7637
"KCNJ10",11,519,4,2,1,71832,10,44.49,1,27490
"SVBP",1,33,1,0,0,10200,3,41.39,9,8997
"ARL6IP6",5,187,3,0,0,43360,5,36.91,16,40017
"RPS27",3,4081,1,2,0,1391,4,45.91,11,448
"DPY19L2",22,322,0,0,0,110026,9,36.31,63,104406
"ADAMTSL1",27,179,0,0,0,1004387,15,38.59,114,423916
"IMPDH2",15,5649,1,49,0,5083,12,53.38,52,2319
"NDUFAF3",3,533,23,0,0,3036,6,64.14,21,605
"NDUFV2",6,979,3,6,0,31715,9,37.35,29,29015
"DALRD3",12,602,8,6,27,6805,15,60.06,103,3126
"SH2B1",11,225,13,4,0,27612,16,51.11,74,20477
"PLEC",31,374,0,0,0,61587,15,63.62,318,44640
"RNF212",11,119,0,0,0,57312,15,49.44,76,52329
"SLITRK1",11,519,4,2,1,5188,1,47.31,0,68634
"HTR1A",11,519,4,2,1,2151,2,58.78,1,361
"GLDC",23,397,1,2,0,113319,22,44.3,34,108555
"COX14",2,5,0,0,0,8478,4,49.49,8,51560
"P4HTM",9,351,3,3,0,17268,12,54.55,41,10946
"AMBN",11,136,2,0,0,15032,3,37.28,24,13040
"SLC25A20",8,505,0,0,0,42062,4,47.4,33,40090
"CA8",7,162,0,0,0,94065,4,39.22,21,88292
"CD28",2,53,2,4,0,32437,3,40,12,27556
"ERBB4",27,214,0,0,0,1163124,9,34.69,128,1150144
"MAF",11,519,4,2,1,14871,3,44.86,2,7897
"GPR35",4,30,1,0,0,25828,5,52.73,16,22691
"SUZ12",14,219,0,0,0,64027,4,41,32,57496
"NSUN3",6,93,3,1,0,65629,8,37.97,19,60259
"THBD",11,519,4,2,1,4108,1,54.83,0,68634
"COX5A",5,522,1,0,0,18377,6,44.93,19,16972
"MPI",7,1471,25,2,0,12214,24,51.86,96,3130
"OPLAH",28,265,1,0,0,12699,4,65.95,60,8273
"FOXE1",11,519,4,2,1,3461,1,60.92,0,68634
"CYBC1",1,213,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"ZBTB7A",1,4,0,0,0,22581,2,62.12,4,16860
"TUFM",7,1922,4,8,104,3997,4,55.48,18,1735
"CTC1",24,328,4,0,0,23223,13,48.84,78,14876
"TMEM107",3,72,7,6,0,3162,9,49.51,22,68634
"DPM3",11,519,4,2,1,704,3,60.71,2,84
"CYC1",5,1074,4,11,0,2498,4,63.31,14,528
"HES7",2,12,0,0,0,3502,3,63.26,10,1639
"FARSA",12,1920,4,6,0,11558,10,53.91,84,9133
"CYP11B2",7,22,1,0,0,7284,1,59.89,8,4357
"ALOXE3",14,145,1,0,0,23147,4,51.81,45,19403
"EDC3",9,222,0,0,0,65734,18,43.7,59,60644
"FUCA1",8,1686,0,0,0,23217,1,45.7,7,21178
"GGN",2,15,1,0,1,3817,5,64.93,12,1373
"CALR",7,2954,1,3,0,5911,7,53.01,26,3204
"PTPN11",14,249,0,0,0,91562,7,43.16,29,84584
"HLA-DQB1",5,234,1,2,0,8916,9,45.39,26,4018
"GATA2",7,114,4,0,0,13758,6,60.45,21,9309
"PACS2",22,519,5,5,17,97584,14,57.4,164,85246
"VWA1",1,9,7,0,0,8021,4,66.36,8,2960
"GEMIN4",1,3,0,0,0,9585,7,56.12,10,3840
"MKRN3",1,4,0,0,0,64397,5,40.99,7,58673
"ZBTB18",1,1,0,0,0,8537,2,44.35,1,2344
"ALOX12B",13,89,0,0,0,15067,4,55.46,25,12426
"SLC17A8",10,49,0,0,0,64980,4,42.25,25,60721
"DNHD1",50,212,7,1,0,96498,20,43.78,172,76903
"CIITA",19,244,10,1,0,66059,15,49.87,90,43010
"ZBTB42",11,519,4,2,1,4116,2,64.61,1,213
"LACC1",5,17,0,1,0,14648,3,36.87,13,10106
"ATOH7",11,519,4,2,1,1479,1,54.26,0,68634
"GIPC3",4,13,0,0,0,7988,1,57.69,5,3659
"NRXN1",25,194,1,29,0,1307070,67,35.81,174,1098803
"BBS10",11,519,4,2,1,3968,1,37.34,1,375
"PUF60",13,2767,38,5,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"TSHZ1",1,1,0,0,0,79195,5,44.58,5,70920
"NKX2-6",11,519,4,2,1,4147,1,57.93,2,3243
"TH",13,196,8,0,0,7948,11,65.25,87,4717
"F2",12,942,0,0,0,20326,5,50.64,35,17789
"PRKRA",7,573,0,2,0,20098,12,39.65,58,16166
"PNPLA1",6,36,1,0,0,69026,5,46.87,28,62834
"ALX1",2,12,0,0,0,21677,1,31.86,3,20236
"FZD2",11,519,4,2,1,2111,1,64.91,0,68634
"PAK2",13,262,0,0,0,92790,3,41.7,20,86535
"MCFD2",3,735,0,0,0,39985,17,45.38,40,34001
"GAS1",11,519,4,2,1,2826,1,57.73,0,68634
"KCNE1",2,14,11,0,0,65587,9,43.71,13,59944
"NRIP1",3,17,0,0,0,104701,7,36.59,8,95830
"GSX2",11,519,4,2,1,2982,5,58.03,4,1059
"PRF1",1,9,0,0,0,5427,4,56.52,4,2896
"MAB21L1",11,519,4,2,1,3027,1,46.24,0,68634
"CXCR2",2,163,0,1,0,11964,7,46.03,16,8739
"GREM2",11,519,4,2,1,122576,1,40.58,1,118408
"SSR4",8,1432,1,1,0,4989,12,61.54,52,403
"D2HGDH",14,174,5,1,0,34237,16,56.88,76,28970
"FAM83H",4,4,0,0,0,71935.7808864588,7.97085853885528,46.5924284550954,50,68634
"BBS12",1,4,0,0,0,12241,3,39.68,5,8812
"FKRP",5,298,0,55,9,30942,27,51.13,82,25872
"SLC25A42",7,53,0,0,0,48889,6,52.59,20,44378
"METTL23",4,118,0,1,0,7106,15,47.85,44,5195
"EHMT1",27,502,4,1,0,251053,57,49.25,135,235808
"NPM1",16,17445,12,62,0,24021,12,43.6,55,20204
"DHTKD1",15,280,0,0,0,54253,6,46.21,31,48989
"POLR2A",27,498,1,6,0,30250,9,49.69,48,21923
"TMEM132E",8,6,0,0,0,58569,3,53,10,53996
"HEPHL1",18,11,0,0,0,92390,1,39.84,19,87065
"CFAP65",1,5,0,0,0,38681,13,52.34,158,28195
"SYNE4",9,45,0,2,0,5486,7,55.62,31,2964
"SOX2",11,519,4,2,1,2512,1,50.7,1,68634
"RNF135",4,85,1,0,0,31126,7,46.24,20,27554
"SGSH",7,503,3,1,0,14207,17,58.83,68,7502
"MAB21L2",11,519,4,2,1,2771,1,52.09,0,68634
"FANCB",8,50,0,0,0,29662,4,34.57,27,26457
"SETD2",26,517,0,2,0,147538,9,40.23,83,137544
"TMIE",2,10,0,0,0,9553,1,58.59,3,7733
"MRPS23",3,307,5,0,0,15275,4,44.44,11,8901
"TNFSF15",2,31,0,0,0,21491,2,42.56,3,13606
"GPR88",11,519,4,2,1,3881,1,52.47,1,392
"PLAG1",3,17,0,1,0,50420,5,38.74,12,42593
"ZBTB20",29,337,0,0,0,832770,20,36.07,106,800934
"ACTL9",11,519,4,2,1,1425,2,66.27,0,68634
"SLC35C1",1,6,0,1,0,8943,4,56.94,7,4440
"IBA57",1,14,0,0,0,16442,3,54.59,6,6228
"SNRPE",3,534,6,0,0,8947,6,42.59,18,7477
"USH1G",1,7,1,0,0,7172,2,61.06,4,3617
"IDH2",12,2092,0,0,0,19459,4,52.54,43,16657
"NOP10",11,519,4,2,1,1464,2,49.56,2,912
"ERCC6L2",20,163,0,1,0,138870,8,37.1,75,128542
"TSEN54",11,410,3,0,0,8679,11,54.69,48,5249
"MRPS16",2,230,8,0,0,3850,5,47.47,13,2581
"CRYGB",1,6,0,0,0,3595,1,48.05,2,2957
"EXT1",10,290,0,0,0,317363,3,41.16,23,309050
"SHMT2",15,5343,27,9,0,5608,35,56.68,213,777
"ATP6AP2",10,2381,3,5,0,27476,33,41.77,53,23166
"KCNA4",11,519,4,2,1,7282,2,44.8,2,3090
"AP1S2",6,1081,1,0,0,29208,6,36.77,25,23771
"C1S",18,2514,263,10,0,82773,21,45.02,92,75611
"CLN8",1,11,0,1,0,45933,14,48.06,9,22691
"CACNB4",14,150,0,0,0,266707,74,41.49,99,252712
"TRAPPC6B",8,191,1,13,0,22721,7,40.78,27,18193
"KCNK4",7,66,5,0,0,8729,10,58.14,40,6104
"EXOC7",20,1054,1,4,0,40559,21,51.59,170,30495
"BGN",7,4747,13,8,0,14615,5,62.66,35,12048
"GLRX5",11,519,4,2,1,11221,3,45.13,3,8379
"CAV3",1,1,0,0,0,108008,3,43.72,5,106054
"SATB1",12,327,0,0,0,100201,18,36.43,65,88884
"CSF1R",22,261,3,1,0,60081,9,48.1,65,54953
"TRAK1",15,372,0,2,0,212087,10,44.94,89,201116
"PLCB1",33,471,1,0,0,891109,34,38.19,149,825278
"NDN",11,519,4,2,1,1930,1,52.51,0,68634
"MAFA",11,519,4,2,1,11224,2,64.96,1,8722
"ALG12",9,300,1,0,0,18229,3,55.69,17,12889
"LCK",14,1442,11,0,0,34926,14,49.59,79,31599
"COL18A1",40,1132,5,0,0,108583,7,59.66,159,100100
"RBM10",25,1036,3,18,0,41944,6,50.32,87,38111
"GLUD2",11,519,4,2,1,2492,1,48.17,0,68634
"RPL35A",5,1814,0,4,0,6623,9,44.91,29,3653
"CEP63",14,362,0,5,0,89274,16,38.49,89,79178
"EWSR1",19,5815,104,10,9,32516,22,44.02,182,22205
"PYCR1",7,1534,11,1,0,10028,17,62.3,74,7153
"SPNS2",12,60,0,0,0,40197,8,57.41,32,36098
"SLC25A21",10,62,0,0,0,494435,5,38.41,26,490746
